,popularity
37360,65
37362,61
37363,0
37364,64
37365,0
37366,63
37367,0
37368,60
37370,64
37372,59
37374,62
37375,0
37376,67
37377,0
37378,61
37379,0
37380,60
37382,60
37383,0
37384,61
37385,0
37386,68
37387,0
37388,70
37389,0
37390,69
37391,0
37392,63
37393,0
37394,62
37395,0
37396,60
37397,0
37398,60
37399,0
37400,63
37401,0
37402,59
37403,0
37404,62
37405,0
37406,65
37407,0
37408,59
37409,0
37410,59
37411,0
37412,60
37413,9
37414,64
37415,0
37416,62
37417,0
37418,58
37419,0
37420,62
37421,0
37422,63
37423,0
37424,64
37425,0
37426,64
37427,6
37428,73
37429,11
37430,70
37432,62
37434,63
37435,16
37436,69
37437,18
37438,66
37439,8
37440,67
37441,2
37442,64
37443,10
37444,64
37445,12
37446,68
37447,4
37448,67
37449,7
37450,72
37451,5
37452,63
37453,4
37454,65
37455,7
37456,64
37457,4
37458,62
37459,7
37460,62
37461,5
37462,62
37463,3
37464,66
37465,13
37466,61
37467,5
37468,65
37469,8
37470,62
37471,7
37472,62
37473,7
37474,70
37475,8
37476,63
37477,8
37478,63
37479,15
37480,68
37481,0
37482,62
37483,0
37484,62
37486,64
37487,0
37488,65
37489,5
37490,66
37491,0
37492,65
37493,0
37494,64
37495,5
37496,62
37497,0
37498,75
37499,0
37500,70
37501,0
37502,61
37503,2
37504,71
37505,0
37506,61
37507,0
37508,62
37509,1
37510,71
37511,0
37512,64
37513,0
37514,62
37515,10
37516,65
37517,0
37518,76
37519,1
37520,70
37521,0
37522,66
37523,0
37524,71
37525,0
37526,66
37527,0
37528,63
37529,0
37530,62
37531,0
37532,60
37533,0
37534,70
37535,0
37536,65
37537,0
37538,61
37539,0
37540,64
37541,0
37542,62
37543,6
37544,64
37545,0
37546,72
37547,0
37548,61
37549,0
37550,66
37551,0
37552,64
37553,2
37554,61
37555,0
37556,68
37557,0
37558,64
37559,0
37560,65
37561,0
37562,70
37563,0
37564,61
37565,0
37566,61
37567,1
37568,68
37570,62
37571,0
37572,64
37573,0
37574,60
37575,0
37576,65
37577,0
37578,63
37579,4
37580,60
37581,10
37582,63
37583,0
37584,67
37585,0
37586,62
37587,0
37588,61
37589,0
37590,69
37591,0
37592,60
37593,0
37594,64
37595,0
37596,60
37597,0
37598,62
37599,0
37600,63
37602,64
37603,0
37604,65
37606,62
37608,60
37610,60
37611,0
37612,63
37614,64
37615,0
37616,63
37617,2
37618,59
37619,0
37620,63
37621,0
37622,64
37623,2
37624,68
37626,70
37627,10
37628,64
37629,9
37630,64
37631,8
37632,64
37633,9
37634,73
37635,5
37636,73
37637,6
37638,73
37639,13
37640,75
37641,8
37642,73
37643,20
37644,76
37645,8
37646,64
37647,5
37648,63
37649,6
37650,62
37651,10
37652,63
37653,7
37654,73
37655,6
37656,71
37657,7
37658,63
37659,5
37660,71
37661,8
37662,65
37663,7
37664,63
37665,7
37666,67
37667,7
37668,63
37669,8
37670,74
37671,7
37672,74
37673,8
37674,69
37675,7
37676,62
37677,7
37678,69
37679,7
37680,69
37681,7
37682,64
37683,7
37684,64
37685,7
37686,68
37687,7
37688,64
37689,6
37690,66
37691,10
37692,70
37693,7
37694,61
37695,8
37696,64
37697,6
37698,62
37699,2
37700,62
37701,15
37702,61
37703,5
37704,62
37705,4
37706,61
37707,2
37708,65
37709,6
37710,62
37711,5
37712,64
37713,5
37714,69
37715,2
37716,61
37717,6
37718,60
37719,4
37720,62
37721,20
37722,70
37723,7
37724,71
37725,7
37726,62
37727,7
37728,60
37729,4
37730,63
37731,4
37732,61
37733,6
37734,62
37735,5
37736,61
37737,6
37738,60
37739,17
37740,61
37741,3
37742,64
37743,4
37744,66
37745,5
37746,60
37747,3
37748,61
37749,10
37750,71
37751,9
37752,60
37753,10
37754,62
37755,8
37756,60
37757,17
37758,69
37759,5
37760,67
37761,6
37762,60
37763,6
37764,64
37765,7
37766,67
37767,5
37768,64
37769,6
37770,60
37771,6
37772,71
37773,6
37774,60
37775,7
37776,64
37777,5
37778,66
37779,7
37780,60
37781,5
37782,61
37783,6
37784,69
37785,6
37786,68
37787,6
37788,60
37789,6
37790,71
37791,6
37792,60
37793,5
37794,65
37795,6
37796,63
37797,5
37798,70
37799,7
37800,66
37801,6
37802,69
37803,7
37804,60
37805,7
37806,60
37807,6
37808,63
37809,6
37810,60
37811,5
37812,62
37813,7
37814,63
37815,6
37816,59
37817,6
37818,63
37819,6
37820,61
37821,5
37822,66
37823,6
37824,63
37825,5
37826,63
37827,11
37828,73
37829,10
37830,65
37831,10
37832,75
37833,11
37834,74
37835,10
37836,66
37837,12
37838,76
37839,11
37840,71
37841,11
37842,69
37843,7
37844,71
37845,10
37846,70
37847,10
37848,64
37849,12
37850,65
37851,8
37852,64
37853,9
37854,66
37855,15
37856,66
37857,8
37858,66
37859,10
37860,75
37861,9
37862,68
37863,9
37864,65
37865,24
37866,67
37867,14
37868,72
37869,10
37870,71
37871,10
37872,63
37873,9
37874,71
37875,10
37876,67
37877,6
37878,69
37879,6
37880,67
37881,6
37882,68
37883,6
37884,73
37885,6
37886,64
37887,6
37888,70
37889,6
37890,72
37892,70
37894,66
37896,66
37898,63
37899,8
37900,64
37901,3
37902,74
37903,6
37904,72
37905,9
37906,71
37907,6
37908,65
37909,8
37910,72
37912,67
37913,6
37914,65
37915,6
37916,71
37917,8
37918,67
37919,6
37920,69
37921,7
37922,67
37923,9
37924,63
37925,7
37926,66
37927,6
37928,66
37929,10
37930,63
37931,12
37932,74
37933,10
37934,62
37935,10
37936,64
37937,4
37938,64
37939,15
37940,62
37941,7
37942,63
37943,11
37944,63
37945,10
37946,68
37947,8
37948,66
37949,8
37950,65
37951,5
37952,62
37953,6
37954,65
37955,3
37956,63
37957,7
37958,68
37959,5
37960,72
37961,4
37962,73
37963,4
37964,61
37965,4
37966,69
37967,4
37968,65
37969,5
37970,62
37971,5
37972,70
37973,6
37974,65
37975,5
37976,62
37977,5
37978,71
37979,6
37980,68
37981,5
37982,67
37983,5
37984,61
37985,6
37986,61
37987,4
37988,63
37989,4
37990,64
37991,5
37992,70
37993,4
37994,68
37995,5
37996,70
37997,6
37998,62
37999,5
38000,63
38001,5
38002,63
38003,4
38004,61
38005,4
38006,62
38007,6
38008,62
38009,5
38010,66
38011,5
38012,71
38013,4
38014,66
38015,5
38016,65
38017,5
38018,63
38019,4
38020,60
38021,5
38022,63
38023,4
38024,66
38025,4
38026,66
38028,67
38029,25
38030,72
38031,4
38032,66
38033,10
38034,70
38035,20
38036,72
38037,21
38038,68
38039,22
38040,65
38041,24
38042,67
38043,22
38044,67
38045,9
38046,68
38047,9
38048,77
38049,14
38050,67
38051,17
38052,64
38053,20
38054,70
38055,16
38056,71
38057,5
38058,64
38059,15
38060,65
38061,10
38062,64
38063,8
38064,71
38066,72
38068,66
38069,7
38070,65
38072,65
38073,4
38074,67
38075,16
38076,67
38077,6
38078,67
38079,4
38080,72
38081,7
38082,73
38084,68
38085,3
38086,67
38087,5
38088,71
38089,6
38090,71
38091,5
38092,66
38094,63
38095,19
38096,63
38097,9
38098,64
38099,9
38100,68
38101,6
38102,70
38103,21
38104,71
38105,23
38106,75
38107,19
38108,64
38109,21
38110,72
38111,21
38112,68
38113,20
38114,63
38115,5
38116,66
38117,4
38118,73
38119,3
38120,68
38121,2
38122,63
38123,18
38124,64
38125,9
38126,66
38127,9
38128,64
38130,63
38131,11
38132,66
38133,7
38134,63
38135,4
38136,75
38137,7
38138,65
38139,3
38140,63
38141,6
38142,64
38143,4
38144,68
38145,16
38146,71
38147,9
38148,63
38149,20
38150,66
38151,4
38152,65
38153,3
38154,62
38156,64
38157,6
38158,65
38159,6
38160,63
38161,5
38162,64
38164,71
38166,66
38167,6
38168,63
38169,8
38170,70
38171,3
38172,65
38173,5
38174,65
38175,7
38176,61
38178,68
38180,63
38182,65
38184,66
38185,18
38186,65
38187,5
38188,69
38189,4
38190,64
38191,4
38192,75
38193,4
38194,72
38195,5
38196,63
38197,4
38198,65
38199,5
38200,66
38201,4
38202,62
38203,5
38204,65
38205,4
38206,62
38207,5
38208,65
38209,5
38210,64
38211,5
38212,62
38213,5
38214,61
38215,4
38216,62
38217,5
38218,62
38219,5
38220,62
38221,4
38222,65
38223,5
38224,61
38225,5
38226,75
38227,17
38228,71
38230,71
38231,13
38232,68
38233,8
38234,70
38235,8
38236,69
38237,13
38238,75
38239,12
38240,72
38241,13
38242,75
38243,13
38244,67
38245,12
38246,70
38247,9
38248,69
38249,13
38250,72
38251,23
38252,70
38253,13
38254,78
38256,68
38257,15
38258,70
38259,9
38260,65
38261,13
38262,69
38263,14
38264,73
38265,14
38266,72
38267,21
38268,68
38269,18
38270,70
38271,9
38272,75
38273,7
38274,76
38275,17
38276,69
38277,14
38278,73
38279,14
38280,71
38281,13
38282,68
38283,11
38284,74
38285,16
38286,75
38287,7
38288,73
38289,9
38290,75
38292,75
38293,12
38294,70
38295,12
38296,69
38297,9
38298,69
38299,11
38300,69
38301,12
38302,66
38303,11
38304,76
38305,13
38306,66
38307,12
38308,67
38309,13
38310,71
38311,7
38312,66
38313,7
38314,73
38315,12
38316,71
38317,10
38318,69
38319,13
38320,74
38321,8
38322,67
38323,7
38324,66
38325,13
38326,71
38327,5
38328,75
38329,7
38330,73
38331,15
38332,67
38333,7
38334,65
38335,17
38336,68
38337,10
38338,79
38339,14
38340,68
38341,21
38342,71
38343,10
38344,65
38345,4
38346,74
38347,5
38348,73
38349,18
38350,70
38352,68
38353,15
38354,70
38355,12
38356,68
38357,8
38358,69
38359,13
38360,64
38361,5
38362,66
38363,11
38364,68
38365,8
38366,75
38367,8
38368,74
38369,9
38370,68
38371,11
38372,65
38373,11
38374,67
38375,10
38376,65
38377,7
38378,71
38379,8
38380,68
38381,6
38382,66
38383,29
38384,67
38385,6
38386,67
38387,8
38388,68
38389,10
38390,67
38391,10
38392,66
38393,10
38394,66
38395,9
38396,65
38397,8
38398,74
38399,6
38400,66
38401,8
38402,74
38403,6
38404,65
38405,7
38406,67
38407,6
38408,69
38409,6
38410,67
38411,10
38412,67
38413,8
38414,66
38415,8
38416,69
38417,5
38418,78
38420,71
38421,5
38422,69
38423,10
38424,72
38425,8
38426,78
38427,14
38428,71
38429,32
38430,72
38431,23
38432,78
38433,13
38434,71
38435,15
38436,71
38437,21
38438,78
38440,74
38441,11
38442,68
38443,7
38444,68
38446,71
38447,25
38448,73
38449,22
38450,69
38451,10
38452,67
38454,71
38455,10
38456,70
38457,11
38458,68
38459,14
38460,68
38461,13
38462,72
38463,12
38464,70
38465,12
38466,72
38467,15
38468,71
38469,14
38470,70
38471,11
38472,72
38473,18
38474,69
38476,76
38477,17
38478,71
38479,17
38480,67
38481,12
38482,73
38483,21
38484,72
38485,10
38486,68
38487,8
38488,65
38489,11
38490,67
38491,8
38492,69
38493,11
38494,68
38495,14
38496,69
38498,72
38499,10
38500,67
38501,11
38502,68
38503,10
38504,70
38505,16
38506,72
38507,7
38508,71
38509,7
38510,70
38511,7
38512,66
38513,7
38514,69
38515,24
38516,69
38517,10
38518,66
38519,15
38520,68
38521,27
38522,70
38523,8
38524,68
38525,8
38526,68
38527,7
38528,68
38529,11
38530,76
38531,14
38532,64
38533,9
38534,73
38535,14
38536,71
38537,9
38538,75
38539,14
38540,67
38541,4
38542,66
38543,8
38544,71
38545,8
38546,73
38547,7
38548,69
38549,6
38550,74
38551,14
38552,67
38553,8
38554,65
38555,11
38556,70
38557,5
38558,65
38559,6
38560,69
38561,6
38562,68
38563,12
38564,70
38565,11
38566,65
38567,6
38568,65
38569,6
38570,75
38571,6
38572,68
38573,6
38574,67
38575,5
38576,68
38577,6
38578,65
38579,6
38580,69
38581,13
38582,68
38583,12
38584,66
38585,23
38586,70
38587,13
38588,66
38589,24
38590,64
38591,12
38592,68
38593,7
38594,67
38595,13
38596,69
38597,7
38598,64
38599,7
38600,71
38601,20
38602,67
38603,13
38604,69
38605,7
38606,66
38607,7
38608,69
38609,34
38610,74
38611,10
38612,70
38613,4
38614,66
38615,6
38616,74
38617,6
38618,64
38619,6
38620,70
38621,6
38622,67
38623,6
38624,73
38625,5
38626,80
38627,22
38628,82
38629,13
38630,73
38631,13
38632,75
38633,12
38634,75
38635,12
38636,73
38638,73
38640,75
38642,71
38643,17
38644,73
38645,12
38646,73
38647,12
38648,73
38649,12
38650,76
38651,12
38652,71
38653,18
38654,75
38655,20
38656,81
38657,12
38658,72
38659,12
38660,77
38661,22
38662,72
38664,73
38666,72
38667,18
38668,71
38669,19
38670,70
38671,18
38672,73
38673,18
38674,76
38675,18
38676,70
38678,74
38679,22
38680,70
38681,20
38682,75
38683,19
38684,70
38685,20
38686,76
38687,7
38688,73
38689,11
38690,74
38691,18
38692,69
38693,20
38694,74
38695,11
38696,74
38697,12
38698,75
38699,33
38700,80
38701,19
38702,79
38703,12
38704,74
38705,7
38706,75
38707,5
38708,70
38709,18
38710,74
38711,18
38712,70
38713,17
38714,72
38715,18
38716,76
38717,18
38718,68
38719,17
38720,73
38721,18
38722,76
38723,19
38724,74
38725,18
38726,72
38727,18
38728,72
38729,17
38730,80
38731,14
38732,71
38733,19
38734,74
38735,23
38736,73
38737,16
38738,76
38739,18
38740,81
38741,18
38742,72
38743,23
38744,71
38745,17
38746,80
38747,17
38748,71
38749,11
38750,76
38751,18
38752,75
38753,17
38754,74
38755,16
38756,74
38757,17
38758,70
38759,17
38760,79
38761,19
38762,71
38763,17
38764,75
38765,17
38766,72
38768,75
38770,77
38772,71
38774,73
38776,76
38778,68
38780,69
38781,20
38782,69
38783,23
38784,71
38786,77
38787,5
38788,73
38789,6
38790,76
38791,16
38792,71
38793,16
38794,77
38795,16
38796,70
38797,16
38798,75
38799,16
38800,68
38801,18
38802,69
38803,16
38804,77
38805,16
38806,76
38807,16
38808,66
38809,18
38810,75
38811,17
38812,71
38813,17
38814,72
38815,16
38816,69
38817,17
38818,75
38819,16
38820,76
38821,16
38822,75
38823,16
38824,73
38825,16
38826,75
38827,26
38828,72
38829,26
38830,78
38832,75
38833,17
38834,75
38835,25
38836,74
38837,21
38838,75
38839,10
38840,77
38841,15
38842,74
38843,25
38844,75
38846,76
38847,15
38848,77
38849,29
38850,78
38851,17
38852,77
38853,24
38854,75
38855,23
38856,76
38857,28
38858,81
38859,24
38860,74
38861,20
38862,77
38863,12
38864,75
38865,27
38866,76
38867,14
38868,78
38869,18
38870,78
38871,25
38872,73
38873,17
38874,74
38875,12
38876,70
38877,25
38878,73
38879,21
38880,81
38881,19
38882,72
38884,80
38886,75
38887,11
38888,82
38889,16
38890,80
38891,25
38892,77
38893,27
38894,74
38895,26
38896,76
38897,15
38898,73
38899,24
38900,78
38901,25
38902,82
38903,26
38904,70
38905,13
38906,72
38907,13
38908,74
38909,24
38910,77
38911,26
38912,73
38913,23
38914,78
38915,15
38916,76
38917,14
38918,72
38919,21
38920,70
38921,22
38922,72
38923,22
38924,77
38925,22
38926,74
38927,23
38928,72
38929,15
38930,73
38931,21
38932,74
38933,22
38934,74
38935,13
38936,73
38937,22
38938,75
38939,21
38940,75
38941,22
38942,73
38943,24
38944,75
38945,21
38946,72
38947,21
38948,72
38949,21
38950,74
38951,14
38952,71
38953,13
38954,76
38955,13
38956,76
38957,21
38958,74
38959,21
38960,71
38961,21
38962,75
38963,25
38964,71
38965,29
38966,74
38967,13
38968,77
38970,72
38971,21
38972,80
38973,21
38974,70
38975,21
38976,77
38977,21
38978,73
38979,13
38980,73
38981,21
38982,73
38983,13
38984,75
38985,22
38986,75
38987,15
38988,74
38989,11
38990,81
38991,20
38992,74
38993,20
38994,72
38995,20
38996,77
38997,20
38998,69
38999,22
39000,68
39001,20
39002,73
39003,21
39004,76
39005,21
39006,71
39007,21
39008,69
39009,21
39010,69
39012,77
39013,22
39014,70
39015,26
39016,81
39017,14
39018,72
39019,13
39020,71
39021,17
39022,74
39023,16
39024,71
39025,16
39026,80
39027,21
39028,77
39029,26
39030,79
39031,26
39032,77
39033,10
39034,81
39035,26
39036,80
39037,25
39038,77
39039,25
39040,77
39041,26
39042,81
39043,26
39044,80
39045,25
39046,79
39047,25
39048,82
39049,25
39050,76
39051,25
39052,73
39053,25
39054,80
39055,25
39056,73
39057,16
39058,76
39059,27
39060,86
39061,26
39062,82
39063,13
39064,74
39065,15
39066,80
39067,20
39068,72
39069,25
39070,80
39071,25
39072,76
39073,24
39074,73
39075,25
39076,72
39077,25
39078,75
39079,26
39080,75
39081,16
39082,77
39083,20
39084,75
39085,24
39086,75
39087,24
39088,74
39089,24
39090,77
39091,24
39092,79
39093,26
39094,75
39095,10
39096,78
39097,24
39098,81
39099,24
39100,76
39101,24
39102,75
39103,24
39104,80
39105,24
39106,78
39107,26
39108,75
39109,23
39110,74
39111,21
39112,79
39113,24
39114,78
39115,24
39116,82
39117,23
39118,79
39119,23
39120,74
39121,23
39122,79
39123,23
39124,73
39125,23
39126,75
39127,21
39128,79
39129,15
39130,74
39131,23
39132,76
39133,23
39134,80
39135,23
39136,76
39137,23
39138,79
39139,23
39140,79
39141,25
39142,76
39143,23
39144,75
39145,23
39146,73
39147,23
39148,71
39149,23
39150,72
39151,23
39152,77
39153,23
39154,70
39155,23
39156,75
39157,22
39158,78
39159,23
39160,74
39161,22
39162,77
39163,22
39164,75
39165,22
39166,73
39167,25
39168,76
39169,22
39170,84
39171,24
39172,77
39173,9
39174,79
39175,15
39176,72
39177,22
39178,72
39179,21
39180,77
39181,22
39182,72
39183,22
39184,79
39185,24
39186,73
39187,22
39188,74
39189,22
39190,70
39191,25
39192,69
39193,22
39194,84
39195,21
39196,75
39197,22
39198,81
39199,25
39200,76
39201,17
39202,82
39203,22
39204,76
39205,18
39206,74
39207,21
39208,72
39209,22
39210,79
39211,22
39212,71
39213,21
39214,70
39215,21
39216,76
39217,21
39218,74
39219,21
39220,82
39221,21
39222,79
39223,10
39224,77
39225,16
39226,80
39228,83
39230,90
39232,79
39234,77
39236,91
39238,78
39240,80
39241,38
39242,75
39244,81
39245,50
39246,80
39247,48
39248,87
39249,48
39250,81
39251,47
39252,92
39253,30
39254,80
39255,47
39256,88
39257,47
39258,77
39259,47
39260,82
39261,47
39262,81
39263,48
39264,77
39265,47
39266,89
39267,47
39268,80
39269,47
39270,83
39271,35
39272,80
39273,47
39274,84
39275,47
39276,84
39277,47
39278,85
39279,47
39280,86
39281,47
39282,79
39283,47
39284,83
39285,47
39286,82
39287,47
39288,81
39289,47
39290,80
39291,47
39292,79
39293,47
39294,78
39295,47
39296,81
39297,34
39298,78
39299,46
39300,80
39301,33
39302,80
39303,35
39304,82
39305,46
39306,79
39307,46
39308,82
39309,46
39310,87
39311,46
39312,83
39313,46
39314,76
39315,46
39316,82
39317,46
39318,80
39319,41
39320,81
39321,46
39322,83
39323,46
39324,77
39325,33
39326,79
39327,45
39328,79
39329,33
39330,79
39331,46
39332,79
39333,46
39334,78
39335,45
39336,81
39337,45
39338,82
39339,45
39340,79
39341,45
39342,87
39343,45
39344,77
39345,45
39346,79
39347,44
39348,79
39349,45
39350,85
39351,31
39352,78
39353,43
39354,76
39355,45
39356,76
39357,45
39358,79
39359,44
39360,77
39361,45
39362,81
39363,44
39364,79
39365,45
39366,75
39367,44
39368,90
39369,44
39370,75
39371,44
39372,77
39373,30
39374,78
39375,44
39376,82
39377,44
39378,77
39379,44
39380,85
39381,44
39382,76
39383,44
39384,78
39385,44
39386,81
39387,44
39388,84
39389,44
39390,78
39391,44
39392,76
39393,44
39394,77
39395,43
39396,80
39397,43
39398,79
39399,43
39400,76
39401,43
39402,79
39403,43
39404,81
39405,43
39406,83
39407,43
39408,76
39409,43
39410,78
39411,32
39412,81
39413,29
39414,84
39415,29
39416,86
39417,30
39418,76
39419,36
39420,77
39421,42
39422,75
39423,42
39424,91
39425,36
39481,23
39491,21
39505,19
39509,20
39511,18
39519,19
39521,19
39523,19
39525,17
39527,17
39539,11
39541,20
39543,11
39553,15
39555,16
39557,16
39559,16
39561,19
54253,6
54255,12
54257,4
54259,3
54261,13
54263,14
54265,2
54267,11
54271,8
54273,5
54275,12
54277,10
54279,9
54281,10
54283,12
54301,14
54307,16
54309,2
54311,9
54313,10
54315,10
54317,24
54319,10
54321,9
54323,36
54325,13
54327,15
54329,2
54331,10
54333,3
54335,10
54337,39
54339,9
54341,11
54349,5
54351,6
54353,5
54355,6
54357,5
54359,6
54361,4
54403,11
54405,11
54407,12
54409,6
54411,10
54415,9
54417,13
54419,10
54421,11
54423,12
54425,11
54427,11
54429,8
54431,9
54437,4
54439,2
54441,2
54445,14
54447,13
54449,9
54451,8
54453,9
54455,8
54457,9
54459,10
54461,8
54463,8
54465,9
54467,8
54469,8
54471,10
54473,9
54483,12
54485,13
54487,12
54489,12
54491,13
54493,13
54495,11
54497,12
54501,9
54503,4
54507,11
54509,16
54515,8
54521,19
54539,24
54541,11
54543,25
54545,9
54547,10
54549,9
54551,11
54553,9
54555,9
54557,9
54559,10
54561,9
54563,10
54565,11
54567,11
54569,10
54571,9
54573,9
54575,10
54585,20
54589,13
54591,15
54593,12
54595,12
54597,16
54599,13
54601,18
54603,13
54605,13
54607,9
54609,5
54611,12
54613,13
54615,16
54617,11
54619,7
54621,10
54635,7
54637,8
54639,8
54641,8
54643,8
54845,2
54847,2
54849,7
54851,3
54853,0
54855,0
54857,3
54859,2
54861,0
54863,0
54865,1
54867,0
54869,0
54871,0
54875,4
54877,4
54881,3
54883,0
54885,1
54887,0
54889,0
54891,0
54893,0
54899,0
54903,0
54905,0
54907,0
54909,1
54911,1
54913,0
54915,0
54917,0
54919,1
54921,0
54923,1
54927,0
54931,1
54933,0
54937,0
54941,4
54943,0
54949,0
54951,0
54957,0
54959,2
54961,0
54963,0
54965,0
54967,0
54969,0
54971,0
54977,0
54979,0
54983,0
54987,0
54995,0
54997,0
54999,0
55001,0
55003,0
55005,0
55007,0
55011,0
55015,0
55019,0
55021,0
55023,0
55025,0
55029,0
55037,0
55039,0
55041,0
55043,0
55044,0
55046,0
55048,0
55052,0
55056,0
55062,0
55064,0
55066,0
55076,0
55080,0
55082,3
55084,0
55086,2
55088,1
55090,0
55092,0
55094,1
55096,1
55098,0
55100,1
55102,0
55104,0
55106,0
55108,1
55110,3
55112,3
55116,2
55120,1
55122,1
55126,1
55130,1
55138,0
55140,0
55142,3
55144,1
55146,1
55150,3
55152,4
55154,1
55156,2
55158,1
55160,3
55162,2
55164,3
55166,2
55168,0
55170,1
55172,1
55174,13
55176,2
55178,0
55180,1
55182,2
55184,0
55186,1
55188,0
55190,2
55192,2
55196,3
55200,4
55202,1
55204,2
55208,0
55210,2
55216,0
55218,0
55220,1
55222,1
55224,0
55226,1
55228,1
55230,1
55232,4
55234,0
55236,0
55238,0
55240,2
55242,3
55245,0
55247,0
55251,1
55253,0
55255,0
55257,1
55259,0
55261,1
55263,1
55265,2
55267,1
55269,1
55271,0
55273,0
55275,1
55277,1
55279,0
55281,0
55283,7
55285,2
55287,0
55289,0
55291,4
55293,1
55295,0
55297,0
55299,3
55301,0
55303,1
55305,2
55307,2
55309,0
55311,0
55313,0
55315,2
55317,0
55319,0
55321,2
55323,0
55325,1
55327,0
